BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Sweden"
"Country: Sweden"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:IT:4R:F:I:A:U:TO1:A:SE,,,,,,,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,579,\,\,\,\,\,\,\,\,\,\,\,789.164,849.051,968.965,944.611,939.677,1080.126,905.503,1010.913
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4C:Inside-area foreign banks consolidated by their parent","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:5A:4C:F:I:A:U:TO1:A:SE,,,,,,,4629,-,9049,11442,13908,13488,17218,21817,18725,26220,18773,22019,26403,23476,27640,37392,34742,33827,32925,35627,42489,37654,60992,70791,60741,58905,54566,63276,60288,54280,59818,64043,54094,73433,75028,87887,82077,75149,79377,64348,55505,64312,66606,61889,58427,60629,55486,68233,68266,58869,51359,51293,46931.226,59318.652,56147.626,54050.942,54611.166,66383.933,50002.205,71324.466,68167.638,63684.982,52402.03,59950.027,62861.043,59563.796
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","SE:Sweden",Q:S:GB:4R:U:C:A:A:TO1:O:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,618,1012,1207,1009,991,1295,-470,271,2014,3726,2272,596,1095,5578,792,2345,2969,4616,1508,3361,2611,3962,1578,3472,1230,3889,1365,2070,2516,1505,3235,2526,3487,2985,3016,2584,2431,1548,2820,3976,3300,2572
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:CH:4R:U:C:V:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1728.721,1583.901,1309.62,1691.052,2130.447,2273.211,1393.232,1328.698
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:GR:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,11,15,15,13,11,60,34,37
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","SE:Sweden",Q:S:ES:4R:U:C:A:A:TO1:O:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,0,0,0,5,3,0,0,0,0,0,0,0,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","SE:Sweden",Q:S:IT:4R:U:C:A:A:TO1:O:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,22,\,\,\,\,\,\,\,\,\,\,\,80.772,82.77,105.465,83.489,87.981,195.855,85.515,30.586
"Q:Quarterly","S:Amounts outstanding / Stocks","CA:Canada","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:CA:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,626,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2191.546,1461.475,1487.745,1513.563
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:FI:4R:U:C:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3649,3730,3405,3590,3613,3375,3325,3998,3564,3433,3462,3610,4260,4565,4862,4538,4533,4565,4174,3860,4368,3930
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:GB:4R:U:C:V:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,3289,2926,2182,2097,2850,2184,3137,2787,6457,6514,6498,9741,11157,9467,17612,9010,7340,7144,5942,5968,8422,9198,6126,6398,6005,7384,6418,5475,6105,5961,5187,5014,4103,3919,3973,9445,10651,11525,11764,12442,9318,9526
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:KR:4R:F:I:A:U:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,82,142,140,59,108,60,46,113.858,43.331,72.647,60.333,51.067,63.308,55.721,160.357
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:5A:4R:U:C:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103508,108974,120845,111369,126805,128971,137243,143040,162721,166634,174885,167427,176886,174809,169839,140319,149460,161258,184630,169509,177663,157868,166673,153830,166561,163456,160097,141183,159371,156737.464,168621.23,172501.344,171212.002,167623.281,172541.403,154330.89,155369.248,150530.163,138174.067,135569.197,143084.487,143060.413,135694.078
"Q:Quarterly","S:Amounts outstanding / Stocks","CA:Canada","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:CA:4R:U:X:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,676.025,244.687,228.291
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","SE:Sweden",Q:S:5A:4R:U:C:A:A:TO1:R:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39558,41506,43554,43271,48791,52869,53477,62543,64483,70308,80837,73725,78181,77240,70936,65144,68341,70784,79651,75615,80396,69982,76128,72813,74989,71946,71228,64565,67128,62918.361,68264.062,65619.954,64674.59,64009.659,67817.233,62775.17,64776.705,64709.945,57569.563,53174.015,53903.97,53210.124,52300.116
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:DE:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,16807,\,\,\,\,\,\,\,\,\,\,\,19525,18470,18831,17234,16199,15646,17513,18083
"Q:Quarterly","S:Amounts outstanding / Stocks","IE:Ireland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:IE:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,3357,2916,3504,3029,3475,4031,4172,4632,2736,3425,3631,3458,2752,2370,2493,1916,1775,775,867,860,914,552,537,394,350,358,378,387,304,324,412,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:IT:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1289,\,\,\,\,\,\,\,\,\,\,\,1209.253,1194.06,1270.35,1419.317,1184.649,1262.018,1315.027,1482.583
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:FI:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2256,2303,2303,2567,2375,2265,2320,2929,2411,2105,2060,2217,2799,3015,3128,3012,3103,2991,2515,2293,2624,2280
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","SE:Sweden",Q:S:5A:4R:F:B:A:A:LC1:A:SE,,,,,,,1852,-,3166,4611,4152,3301,3298,2603,1774,1666,2218,2511,2177,1646,1781,2654,2365,2424,2689,3655,3079,3155,3394,29023,26871,21756,32143,30019,35944,38384,42424,41727,50246,49704,60980,73305,78348,66346,66850,58104,58409,62538,55714,51140,47676,48315,56484,67053,64358,64457,55981,66361,61115,62670,55551,53578,49649,50080,50997.833,55647.489,49807.588,46064.109,45999.519,42909.231,44145.02,49335.906
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","SE:Sweden",Q:S:GB:4R:U:C:A:A:TO1:R:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4906,5326,4737,5785,6584,6355,6148,8429,9834,8098,10315,10689,12042,10661,9491,8015,8376,8489,10124,8526,10835,9410,10156,10138,10035,8370,9173,7021,6955,6160,6366,6986,6422,8395,7099,7502,7256,7810,7271,5236,6108,5524,5177
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:IT:4R:U:C:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2745,\,\,\,\,\,\,\,\,\,\,\,2311.145,2314.729,2361.909,2572.96,2293.529,2362.687,2238.672,2345.891
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:IT:4R:U:X:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2148,\,\,\,\,\,\,\,\,\,\,\,2147.872,2239.131,2508.027,634,1007.52,832.369,881.968,868.422
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:JP:4R:U:W:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,75,81,89,46,54,65,56,56,66,70,99,40,53,43,43,46,62,87,70,81,67,52,44,66,83,83,99,127,125,138,127,156,107,187,229.9,230.2,282.5,239.1,212.8,233.6,298.8,278
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:ES:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,324,676,363,309,292,380,348,306,345,256,333,440,530,\,\,\,611.329,482.28,529.786,555.258
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4C:Inside-area foreign banks consolidated by their parent","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:5A:4C:F:C:A:A:TO1:A:SE,802,-,516,-,718,-,7063,-,13193,18296,21080,18935,22559,25571,21790,30347,22065,25010,29228,25780,30118,40720,36884,35852,36546,40861,48596,43389,63612,76805,67482,62735,58981,69750,67356,59454,68846,68654,59876,79359,86088,96957,97231,88977,94043,78134,74141,76672,81209,78047,76933,77652,77717,91207,95709,84022,76108,85167,76254.051,95988.478,88474.951,86528.462,88161.362,101436.933,84621.705,101968.081,104912.201,98218.47,83493.481,89796.531,96164.326,93025.837
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:US:4R:F:I:A:U:TO1:A:SE,,,,,,,3890,-,2832,3174,2625,3557,3130,2687,2998,3078,3221,3242,3447,2223,3057,4581,3157,3033,3796,5582,5139,3863,4042,5230,4903,4522,3825,7924,9855,9127,7556,10998,11867,8853,7662,7515,6268,7798,3918,9086,10462,16648,16010,15162,16981,16992,15641,18980,16459,15712,12930,15263,12720,17937,19015,21470,15631,18813,14386,15095,12214,10995,14579,18633,13160,12257
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:AU:4R:U:C:V:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,150,210,183,207,242,106,133,128,178,179,130,191,166,226,311,181,109,109,121,100,104,199,112,111,72,65,79,54,34.168,41.882,19.433,28.548,115.792,57.633,55.043,44.153,88.552,112.906,208.754,228.317,191.385,237.774
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:US:4R:F:C:A:A:TO1:A:SE,,,,,,,5486,-,4969,5072,5400,5993,5507,5232,5231,5413,5760,5897,6210,4855,5679,7854,6604,6309,7013,8655,7744,6483,7101,8596,7690,7880,8596,10030,13412,14054,11717,15310,15640,12825,11860,11853,9991,11341,7630,16094,18108,26411,24667,22619,22007,22973,20705,24106,22877,21986,19633,21413,18212,26302,27163,29454,23757,27040,22622,26942,24483,22752,21308,25035,19937,18824
"Q:Quarterly","S:Amounts outstanding / Stocks","CL:Chile","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:CL:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-,-,-,-,1,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,1,-,-,0.717,0.553,0.664,0.707,1.129,0.813,0.391
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","SE:Sweden",Q:S:DE:4R:U:C:A:A:TO1:F:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191,2265,2415,2659,1978,1020,1702,1787
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","SE:Sweden",Q:S:JP:4R:F:B:A:A:LC1:A:SE,,,,,,,32,-,0,0,-,-,-,2,2,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","SE:Sweden",Q:S:IT:4R:U:C:A:A:TO1:F:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.782,392.365,328.959,342.037,346.612,298.288,167.273,184.787
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","SE:Sweden",Q:S:AU:4R:U:C:A:A:TO1:O:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-,-,-,-,-,27,25,27,23,10,-,-,2,2,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,93.381,141.191,138.774,133.003,115.183,146.806,147.871,180.04,215.199,148.915,199.272
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","SE:Sweden",Q:S:FR:4R:U:C:A:A:TO1:F:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,996
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","SE:Sweden",Q:S:US:4R:F:B:A:A:LC1:A:SE,,,,,,,296,-,288,289,451,353,466,549,473,497,413,374,410,436,432,1161,532,559,555,569,574,580,681,563,532,517,534,548,592,610,756,775,921,974,1026,1232,1366,1193,1189,1404,1617,1652,1469,1234,983,1055,443,422,481,459,402,413,341,468,605,629,721,483,584,3559,3361,2798,595,325,561,981
"Q:Quarterly","S:Amounts outstanding / Stocks","CA:Canada","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","SE:Sweden",Q:S:CA:4R:U:C:A:A:TO1:R:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,700.015,696.139,1217.412,1232.606
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:AT:4R:F:I:A:U:TO1:A:SE,,,,,,,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,437.355,468.49,384.18,410.437,310.806,599.061,448.806,327.049
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:JP:4R:U:X:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,759,778,757,859,952,939,890,897,1240,1186,1083,1401,1290,1238,1035,989,1095,1436,1610,1574,1376,1549,1344,1234,1341,1297,1164,1276,1130,1098,1141,1132,1119,1223,1262.3,1324.8,1222.3,1267.3,1860.1,1839.9,1879.1,1808.5
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","SE:Sweden",Q:S:US:4R:U:C:A:A:TO1:O:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685,2245,5156,3433,2226,2315,1782,1271,2454,2112,1630,1819,884,871,1795,455,3913,3517,6643,5563,3578,5253,4869,3174,2732,2587,2182,1786,1877,1688,2125,2244,2893,2355,2387,2638,2989,2703,3058,3827,3570,3321,3078
"Q:Quarterly","S:Amounts outstanding / Stocks","IE:Ireland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","SE:Sweden",Q:S:IE:4R:U:C:A:A:TO1:O:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,3711,2435,2510,2628,1947,2271,2295,1081,1456,1702,1359,1110,918,1207,1231,928,786,839,994,629,718,653,619,72,74,40,41,41,234,40,52,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","SE:Sweden",Q:S:US:4R:U:C:A:A:TO1:F:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946,3421,3852,2760,5556,5422,3878,3527
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:TW:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,151,280,267,235,271,306,206,177,136,122,219,300,169,119,250,194,606,624,463,192,181,175,140,182,233,244,296,307,419,408,476,436,420,419,293,282,337,328,305,292,305,299
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SE:Sweden",Q:S:CH:4R:U:C:A:A:TO1:B:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:ES:4R:U:X:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1215,1006,800,757,467,415,377,323,239,265,243,384,384,377.309,508.789,416.444,663.209,615.423,665.617,480.182
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","SE:Sweden",Q:S:TW:4R:U:C:A:A:TO1:O:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,-,5,5,5,5,5,5,5,5,-,-,-,-,-,10,20,20,10,5,5,-,-,-,-,-,-,-,-,-,-,1,1,-,32,32,32,33,33,33,34,34
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4B:Domestic Banks","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","SE:Sweden",Q:S:SE:4B:U:C:A:A:TO1:O:SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66920.383,72914.965,68800.609,73086.553,59350.505,59663.015,67423.558,70653.762
"Q:Quarterly","S:Amounts outstanding / Stocks","BR:Brazil","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SE:Sweden",Q:S:BR:4R:F:C:A:A:TO1:A:SE,,,,,,,,,,,,,,,,,,,,,2,16,4,166,151,151,107,13,90,15,6,198,173,154,67,26,6,37,39,24,102,274,325,378,192,138,138,153,120,37,26,137,149,340,334,291,278,155,147,4,39,79,63,168,86,200,192,75,82,89,73,96
