BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Latvia"
"Country: Latvia"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1991,31/03/1992,30/06/1992,30/09/1992,31/12/1992,31/03/1993,30/06/1993,30/09/1993,31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:ES:4R:Q:C:A:A:TO1:A:LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-0.967,-1.007,-1.242,-0.658
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:AU:4R:U:C:V:A:TO1:A:LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,-,0.527,1.346,-,1.122,0.137,1.447,-,1.379,0.889,3.582,3.269,3.947,2.989,0.147
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:IT:4R:U:X:A:A:TO1:A:LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,154,\,\,\,\,\,\,\,\,\,\,\,98.957,98.233,90.003,69,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:JP:4R:U:C:A:A:TO1:A:LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,30,30,36,39,44,46,73,98,128,132,135,133,122,120,89,92,86,80,43,36,40,36,27,8,1,1,19,18,28,68,66,65,64,74,84.9,87,71.7,44.8,45.3,35.9,45
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:FR:4R:U:C:A:A:TO1:A:LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,2,13,1,28,30,36,27,24,59,226,325,338,294,252,215,251,302,235,291,262,\,\,\,\,18,58,\,\,\,\,\,\,\,\,\,\,\,\,\,\,142
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:TW:4R:F:C:A:A:TO1:A:LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,3,3,-,-,-,-,-,-,-,-,24,28,56,59,57,56,100,115,113,117,160,152,166,164,142,155,142,130,91,95,98,85,51,35,35,35,37,1,4,2,2,2,3
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:GB:4R:U:C:V:A:TO1:A:LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,-,-,2,4,-,2,8,10,-,4,36,39,26,32,26,27,27,9,10,9,8,6,10,22,20,30,19,21,10,6,3,3,3,13,19,26,30,24,17,21
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:5A:4O:F:I:A:U:TO1:A:LV,0,-,0,-,-,-,-,-,0,-,2,-,5,-,16,-,23,-,22,-,33,-,44,-,58,-,95,-,177,-,224,-,241,229,280,236,393,364,343,333,494,568,624,712,767,775,921,1090,1441,1548,1159,1561,1486,1696,1630,1823,3636,4550,5768,6754,8857,8822,10313,8519,8688,8249,9633,9175,8108,6293,6883,7088,5976,5427,4681,5574,4870,4691,4637,4107,3330,4807,2663.024,3234.018,4303.009,3091.008,3067.007,2145.915,2176.831,1047.193,1148.85,1207.289,1136.486,1222.745,1167.797,1020.354
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","LV:Latvia",Q:S:BE:4R:F:B:A:A:LC1:A:LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,3,3,4,2,2,2,2,2,3,2,3
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","LV:Latvia",Q:S:BE:4R:F:C:A:A:TO1:A:LV,,,,,,,,,,,,,,,,,,,1,-,1,-,3,-,5,-,5,-,7,-,9,-,8,7,7,3,2,1,2,-,3,2,1,2,2,2,3,14,3,5,3,13,13,33,30,17,20,7,8,6,3,24,20,14,6,11,25,17,16,19,17,18,10,9,6,-,3,1,1,1,1,1,1,2,1,1,1,1,2,14,24,22,22,143,116,120
