BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Slovakia"
"Country: Slovakia"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SK:Slovakia",Q:S:ES:4R:Q:C:A:A:TO1:A:SK,,,,,,,,,,,,,,,,,,,,,,,\,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1.884,1.787,1.543,2.044
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SK:Slovakia",Q:S:5A:4R:U:C:A:A:TO1:B:SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9834,11674,11664,9935,12699,14509,11947,12675,14555,14436,14305,18963,18895,20602,18893,17939,4601,5233,4559,4049,3036,5208,2730,3505,6708,4044,3509,2645,3940,2475,1912,1935,2171,1688,1868,2673.194,2110.073,1531.203,2157.265,1319.29,957.2,1065.099,1349.996
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SK:Slovakia",Q:S:5A:4O:F:C:A:A:TO1:A:SK,287,-,362,-,526,-,976,-,1392,-,1804,-,2736,-,3976,-,5196,-,6114,-,5490,-,4781,-,6112,6451,6249,5635,5413,5537,6423,6481,6938,7184,11501,12256,13667,13968,15222,15292,17656,17976,19398,20872,24195,27429,38699,38972,39957,45553,46391,44016,51430,57541,60127,64538,80174,82407,94237,90956,93112,67827,73750,74873,75456,67505,66143,70393,67436,75523,75888,75556,70189,77538,75338.289,79187.3,81626.28,79906.246,83371.201,85484.17,82302.322,85108.429,83009.08,80071.066,77152.136,70655.169,73385.468,75417.248
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","SK:Slovakia",Q:S:IT:4R:U:C:A:A:TO1:R:SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,12636,\,\,\,\,\,\,\,\,\,\,\,15761.29,16134.115,16140.932,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","SK:Slovakia",Q:S:JP:4R:F:I:A:U:TO1:A:SK,0,-,1,-,2,-,0,-,28,-,24,-,49,-,118,-,141,-,179,-,181,-,128,-,152,163,186,173,56,69,55,77,78,52,67,60,105,53,44,60,66,43,63,67,64,70,47,36,37,42,40,29,25,30,36,44,57,65,187,97,186,88,75,83,97,82,87,34,522,418,493,352,180,199,164,150,137,116,157,396,410,370,352,173,207.3,150.3,330,344.3
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SK:Slovakia",Q:S:GB:4R:U:W:A:A:TO1:A:SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,2,6,8,8,10,10,12,22,20,23,24,29,38,30,13,12,33,38,145,136,143,576,507,1322,1349,1382,1749,1936,2037,2053,1759,1566,1455,1406,1395,1238,1156,1086
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SK:Slovakia",Q:S:AT:4R:U:W:A:A:TO1:A:SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1534.68,1761.657,1303.621,1151.533,1013.146,937.689,980.452,1080.539
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SK:Slovakia",Q:S:SE:4R:U:C:A:A:TO1:B:SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,16,19,17,2,10,1,1,1,4,4,1,1,37,1,1,-,-,-,-,-,-,3,-,-,-,-,0,0,0,0,0,0,\,\,\,\,1.26,\,1.176,1.172
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SK:Slovakia",Q:S:TW:4R:U:C:A:A:TO1:A:SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-,1,-,2,2,-,2,2,1,2,-,-,1,-,-,-,-,-,-,-,-,-,15,15,15,15,12,11,8,1
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SK:Slovakia",Q:S:GB:4R:F:I:A:A:TO1:A:SK,,,,,,,14,-,-,-,31,-,48,-,58,-,48,-,64,-,67,-,43,-,23,46,45,46,43,34,18,21,19,20,37,39,37,46,53,86,322,48,36,38,50,66,73,88,84,69,146,318,290,310,289,355,1121,1230,1095,1217,1088,191,245,155,292,317,325,495,401,590,406,2938,554,457,566,250,251,519,494,408,124,137,210,131,142,238,190,167
