BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Uzbekistan"
"Country: Uzbekistan"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:FR:4R:U:X:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,25,24,17,15,9,15,38,36,39,50,49,35,22,14,24,17,3,1,0,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,-,-,-,-,1
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:AT:4R:U:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,1,2,1,1,1,1,\,\,3,7,10,2,1,3,2,3,13,22,30,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,42.514,38.346,34.45
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:ES:4R:U:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0.003,0.003,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:5A:4R:F:I:A:A:TO1:A:UZ,108,-,145,-,219,-,354,-,331,-,372,-,451,-,477,-,839,-,890,-,1157,-,1483,-,1711,1720,1687,1547,1765,1696,1719,1793,1768,1706,1776,1426,1456,1382,1443,1476,1562,1711,1618,1356,1463,1371,1265,1193,1039,953,942,906,870,849,855,796,788,777,725,840,609,625,562,529,503,482,410,417,406,426,412,474,714,678,661.758,669.047,636,558.799,631.198,592.403,706.833,889.392,909.694,1363.496,1453.262,1869.615,1969.445,2213.084
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:JP:4R:U:X:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,34,32,32,33,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:SE:4R:F:I:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,\,\,\,\,93.663,\,111.15,115.014
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:US:4R:U:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1,-,1,\,15,7,2,25,8,29,18,11,5,22,6,4,\,\,10,2,7,5,3,3,20,35,29,36,46,37,15,7,-,46,25,22,45,23,45,27,15
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:FI:4R:F:I:A:A:TO1:A:UZ,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,1,7,8,8,8,8,8,8,0,-,0,0,-,\,-,\,\,\,-,-,-,\,\,\,\,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:5A:4O:F:I:A:U:TO1:A:UZ,108,-,133,-,186,-,323,-,214,-,152,-,100,-,164,-,542,-,111,-,164,-,210,-,668,630,626,628,396,301,356,392,646,578,629,348,387,257,320,349,364,485,530,297,290,277,258,176,166,171,244,225,238,214,217,214,251,261,275,463,266,271,199,213,246,253,207,213,204,216,225,269,448,372,372,415,624,538.006,640,605.001,437.521,461.74,413.636,563.841,525.18,613.257,620.385,687.431
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:5A:4R:F:C:A:A:TO1:A:UZ,108,-,145,-,219,-,354,-,331,-,372,-,451,-,477,-,839,-,898,-,1164,-,1484,-,1731,1743,1704,1551,1765,1707,1727,1814,1788,1725,1803,1453,1482,1407,1462,1476,1576,1895,1803,1371,1480,1388,1273,1201,1047,961,948,913,878,858,869,813,807,796,744,856,621,638,571,535,506,487,420,422,411,431,417,479,714,678,661.758,669.047,636,558.799,631.198,592.403,706.833,889.392,909.694,1363.496,1453.262,1869.615,1969.445,2213.084
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","UZ:Uzbekistan",Q:S:5A:4R:U:C:A:A:TO1:O:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,12,16,10,11,15,10,11,10,9,16,10,19,18,41,10,12,9,8,7,7,4,3,3,3,3,1,0,0,0,0,0,0,0,0,0,-,-,3,3,2,2,2
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:AT:4R:U:X:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,-,-,-,-,-,-,-,-,-,\,-,-,-,-,-,-,-,-,-,-,-,-,-,\,-,-,-,-,\,\,\,\,\,\,\,\,\,0.952,0.009,1.121
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:GB:4R:F:I:A:A:TO1:A:UZ,,,,,,,,,,,,,,,13,-,-,-,-,-,-,-,-,-,26,13,11,-,78,44,152,176,167,164,159,157,153,152,140,138,131,138,127,125,134,129,111,103,96,94,89,80,70,71,62,61,48,50,42,237,29,29,25,24,16,18,19,13,6,3,3,2,2,3,3,11,15,15,15,16,2,23,17,16,5,4,5,5
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:SE:4R:F:I:A:U:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,\,\,\,\,93.372,\,110.935,114.801
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:AT:4R:F:C:A:A:TO1:A:UZ,0,-,0,-,0,-,30,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,1,1,1,1,2,4,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,1,1,1,\,\,3,8,11,3,1,4,3,4,14,22,30,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,44.722,42.763,39.609
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:IT:4R:F:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,30,\,\,\,\,\,\,\,\,\,\,\,30.638,31.196,30.399,27.075,24.579,21.828,23.015,27.339
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:CH:4R:U:W:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1.279,17.576,11.316,1.834,1.39,4.589,6.118
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:BE:4R:U:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,4,4,4,4
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","UZ:Uzbekistan",Q:S:AU:4R:U:C:A:A:TO1:R:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,11.758,7.047,-,3.799,4.198,4.403,3.878,3.43,2.633,2.756,2.989,2.387,0.003
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","UZ:Uzbekistan",Q:S:5A:4R:U:C:A:A:TO1:B:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,272,217,161,182,206,218,211,245,248,207,252,394,369,283,272,251,194,189,184,172,135,174,191,198,194,211,219,206,194,228,206,171,172,211,255.539,248.695,233.165,282.388,291.732,303.431,357.678,352.658
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:GR:4R:F:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,3,0,-,0,4,4,4,4,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","UZ:Uzbekistan",Q:S:JP:4R:U:C:A:A:TO1:B:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,2.3,2.3
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","UZ:Uzbekistan",Q:S:GB:4R:U:C:A:A:TO1:B:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,2,2,2,2,2,-,10,8,8,6,8,6,5,3,3,2,2,-,-,-,-,3,-,5,5
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:CH:4R:U:X:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,65.479,59.958,41.078,34.459,29.938,27.108,19.827
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","UZ:Uzbekistan",Q:S:IT:4R:U:C:A:A:TO1:R:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,1.022,\,1.136,1.026,1.031,0.994
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:5A:4R:Q:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,144,-,-459,-,-382,-,-570,-,-448,-495,-757,-669,-719,-701,-837,-862,-837,-832,-877,-537,-373,-535,-473,-713,-744,-803,-822,-728,-1006,-807,-921,-905,-816,-722,-694,-645,-608,-570,-570,-555,-509,-343,-284,-482,-291,-330,-327,-300,-280,-275,-227,-202,-190,-196,-189,-226,-256,-228,-200,-190,-190,-180,-187,-180,-353.429,-420.311,-419.372,-575.162,-614.025,-992.366,-1012.966,-1183.688
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:GR:4R:F:I:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,3,0,-,0,4,4,4,4,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:AT:4R:F:I:A:U:TO1:A:UZ,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,-,-,\,\,-,\,\,\,-,-,-,-,-,-,-,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,44.512,42.299,38.995
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","UZ:Uzbekistan",Q:S:GB:4R:U:C:A:A:TO1:F:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:CH:4R:F:C:A:A:TO1:A:UZ,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,-,-,\,-,-,-,\,\,\,\,\,\,\,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,22.517,33.046,38.168,55.84,64.208,70.253,77.13,94.939
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","UZ:Uzbekistan",Q:S:5A:4R:U:C:A:A:TO1:F:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:JP:4R:F:I:A:A:TO1:A:UZ,0,-,0,-,0,-,0,-,19,-,28,-,34,-,36,-,27,-,37,-,83,-,104,-,162,118,147,147,147,140,160,193,159,155,154,146,127,123,103,119,94,87,60,58,34,32,22,23,14,13,7,6,3,4,9,11,23,29,26,34,24,35,24,26,31,29,24,26,30,28,21,23,35,26,21,42,41,14,31,23,25,24,19,18,23.6,37.4,24.9,20.5
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","UZ:Uzbekistan",Q:S:BE:4R:U:C:A:A:TO1:R:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:AU:4R:F:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,11.758,7.047,-,3.799,4.198,4.403,3.878,3.43,2.633,2.756,2.989,2.387,0.003
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:5A:4R:U:C:V:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,6,0,15,29,3,10,11,4,113,249,269,295,46,22,0,13,26,126,69,128,140,346,212,156,5,12,35,13.758,10.046,4,4.794,5.198,6.402,3.874,16.052,19.365,15.439,14.949,84.649,56.029,62.123
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","UZ:Uzbekistan",Q:S:FR:4R:U:C:A:A:TO1:O:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,4,4,4,4,4,4,4,4,5,5,1,1,3,1,1,0,\,\,\,-,\,\,\,\,-,-,-,-,-,-,-,-,-,-,\,\,\,\,2
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4C:Inside-area foreign banks consolidated by their parent","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:5A:4C:F:I:A:A:TO1:A:UZ,,,,,,,,,,,,,,,0,-,0,-,-,-,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4C:Inside-area foreign banks consolidated by their parent","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:5A:4C:F:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,0,-,0,-,-,-,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","UZ:Uzbekistan",Q:S:GB:4R:F:B:A:A:LC1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,5,5,5,5
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:SE:4R:U:W:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,-,-,-,\,\,2,-,\,\,\,-,0,0,0,0,1,2,\,\,\,\,1.533,\,1.838,2.07
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:ES:4R:F:I:A:A:TO1:A:UZ,,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,5,-,-,-,1,2,4,6,9,11,12,11,11,11,11,10,11,15,14,14,15,14,14,13,12,12,11,11,10,9,9,9,9,9,9,7,7,6,6,5,5,4,3,3,2,3,2,2,2,3,2,2,2,2,1,1,1,1.186,1.164,1.38,1.525,1.306,1.35,1.472
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:5A:4R:U:W:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,98,71,125,103,89,71,164,158,130,223,332,293,171,113,137,94,102,190,260,212,140,207,225,191,265,306,273,215,214,123,354,215,193,166,906.087,1170.368,1180.85,1229.478,1284.657,1200.306,1897.097,1818.2
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:IT:4R:U:W:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3,\,\,\,\,\,\,\,-,\,\,\,\,3.603,2.831,\,\,\,\,11.958
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:IT:4R:Q:C:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-25,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","UZ:Uzbekistan",Q:S:AT:4R:U:W:A:A:TO1:A:UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,-,-,\,-,-,-,-,\,\,\,\,\,\,-,-,-,\,\,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,97.91,90.417,94.484
