BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Azerbaijan"
"Country: Azerbaijan"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","AZ:Azerbaijan",Q:S:5A:4R:U:C:A:A:TO1:F:AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,179,85,352.517,270.713,313.759,425.07,470.722
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","AZ:Azerbaijan",Q:S:AU:4R:F:C:A:A:TO1:A:AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.332,0.427,0.669,1.845,1.613,1.082,1.844,1.306,1.666,0.53,1.51,2.544,2.359,1.411
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","AZ:Azerbaijan",Q:S:5A:4R:U:X:A:A:TO1:A:AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,267,388,347,406,372,319,297,309,380,353,411,433,1349,1199,817,728,720,884,977,1135,1320,1940,1010,895,868,586,1127,1329,1305,320,500,564,415,424,349.939,280.635,289.003,308.119,248.93,180.177,548.246,589.583
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","AZ:Azerbaijan",Q:S:ES:4R:U:C:A:A:TO1:R:AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3.008,1.525,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","AZ:Azerbaijan",Q:S:5A:4R:F:I:A:U:TO1:A:AZ,4,-,5,-,7,-,11,-,9,-,7,-,14,-,7,-,5,-,7,-,10,-,18,-,28,29,29,21,147,96,97,111,83,71,65,69,77,56,74,53,82,130,113,135,129,115,125,154,175,264,385,306,509,389,576,918,1277,1334,1561,1728,1249,1130,965,926,916,994,1443,1093,1193,1418,1291,1523,1112,1742,2203.008,1522.105,1838.115,1508.116,1387.03,1207.007,1898.914,1437.614,1729.538,1889.279,2152.455,2238.627,2235.315,2406.407
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","AZ:Azerbaijan",Q:S:JP:4R:Q:C:A:A:TO1:A:AZ,,,,,,,,,,,,,,,,,,,,,,,-10,-,-16,-18,-20,-19,-18,-17,-17,-16,-14,-12,-10,-11,-11,-9,-9,-7,-8,-5,-5,-4,23,32,35,35,33,-2,50,41,38,73,65,59,48,40,32,18,-3,-1,-6,-5,-3,-10,-9,-15,105,68,51,88,55,-4,5,4,-110,-107,-55,-58,-50.9,-50.2,-47.6,-50.1,-73.5,-93.2,-89.3,-112.9
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","AZ:Azerbaijan",Q:S:ES:4R:F:I:A:A:TO1:A:AZ,,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,-,0,6,6,1,1,1,3,3,6,3,4,5,4.204,4.836,3.124,3.269,1.752,4.893,14.96
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","AZ:Azerbaijan",Q:S:FR:4R:U:X:A:A:TO1:A:AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,12,207,150,174,141,118,109,112,59,82,46,60,769,757,389,421,399,506,635,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,59
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","AZ:Azerbaijan",Q:S:AT:4R:U:C:A:A:TO1:O:AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,\,\,6.189,10.679,\,11.948,\,58.445,15.689,21.892
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","AZ:Azerbaijan",Q:S:TW:4R:U:X:A:A:TO1:A:AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
