BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Belarus"
"Country: Belarus"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:SE:4R:F:I:A:A:TO1:A:BY,,,,,,,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,-,\,\,-,\,\,\,-,\,\,\,\,-,-,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,4,4,3,4,3,3,\,\,\,\,4.121,\,1.511,1.731
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:TW:4R:F:I:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,-,-,-,-,-,-,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,8,\,\,\,\,\,\,\,\,\,\,\,5,7,7,6,7,6,5,6
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:TW:4R:F:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,-,-,-,-,-,-,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,8,\,\,\,\,\,\,\,\,\,\,\,5,7,7,6,7,6,5,6
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:AU:4R:Q:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,-,-,-,-0.042,-0.054,-0.026,-,-0.004,-0.036,-0.035,-0.03,-0.03,-0.027,-0.037,-0.015,-0.016,-0.019
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:AT:4R:U:W:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,145.599,158.744,145.689
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","BY:Belarus",Q:S:5A:4R:U:C:A:A:TO1:R:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,503,574,615,610,653,785,1003,1284,1402,1492,1630,1983,2148,2218,2230,1814,1718,1742,1964,1641,1697,1782,2276,2616,2235,1941,1653,1614,1427,1464,1588,1596,1630,1782,1481.943,1578.275,1553.001,1520.128,1506.902,1480.743,1470.382,1404.182
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","BY:Belarus",Q:S:IT:4R:U:C:A:A:TO1:B:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,118,\,\,\,\,\,\,\,\,\,\,\,152.257,151.23,132.001,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:IT:4R:Q:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,-,-,-,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-146,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","BY:Belarus",Q:S:IT:4R:U:C:A:A:TO1:R:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,65,\,\,\,\,\,\,\,\,\,\,\,10.463,14.982,13.048,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:IT:4R:U:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,196,\,\,\,\,\,\,\,\,\,\,\,162.72,166.212,145.049,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:SE:4R:U:W:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,2,-,\,\,-,-,2,1,0,1,1,2,\,\,\,\,1.127,\,0.181,0.147
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:5A:4R:U:X:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,425,558,469,452,623,604,807,485,467,417,400,472,549,546,721,659,851,773,1458,1181,1154,1247,1122,1173,1317,1145,978,984,934,807,500,518,604,519,554.245,457.296,417.166,343.053,252.618,222.812,244.84,241.014
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","BY:Belarus",Q:S:GB:4R:U:C:A:A:TO1:O:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,16,3,-,-,2,-,5,2,-,-,-,-,-,-2
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:JP:4R:U:W:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2,4,6,4,5,2,0,1,1,0,0,0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:5A:4R:F:I:A:U:TO1:A:BY,0,-,2,-,57,-,84,-,92,-,128,-,91,-,168,-,228,-,81,-,137,-,90,-,106,104,139,66,60,57,69,100,108,125,156,154,165,169,223,177,226,225,245,294,369,309,561,586,596,548,507,642,845,1196,1266,1499,1726,1444,1809,1855,1748,1546,1338,1309,1537,1303,1412,1418,1929,2329,2406,2139,1763,1446,1340.042,1360.054,1537.026,1645,1623.004,1796.005,1714.683,1910.229,1873.245,1795.005,1660.917,1512.727,1579.464,1423.715
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:CH:4R:F:I:A:U:TO1:A:BY,,,,,,,\,-,\,-,\,-,\,-,\,-,\,-,-,-,\,-,\,-,\,\,\,\,\,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,163.468,154.13,169.845,147.228,112.147,82.205,83.928,64.898
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","BY:Belarus",Q:S:AU:4R:U:C:A:A:TO1:O:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-,3
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:SE:4R:Q:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,-,-,-,\,\,\,\,\,-,-,-,\,\,\,9,-,-,-,-,-,0,0,0,0,0,0,\,\,\,\,-0.031,\,-0.062,-0.085
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:FR:4R:F:I:A:U:TO1:A:BY,0,-,0,-,9,-,5,-,5,-,6,-,4,-,4,-,3,-,4,-,4,-,3,-,3,0,0,0,0,1,2,3,1,0,0,0,0,1,14,15,25,12,9,19,22,1,25,36,44,33,6,56,60,67,74,88,118,131,175,156,77,57,60,72,346,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:FR:4R:F:C:A:A:TO1:A:BY,0,-,4,-,9,-,5,-,5,-,6,-,5,-,5,-,4,-,4,-,4,-,4,-,4,0,0,0,0,1,2,3,1,0,0,0,0,1,14,15,25,20,10,20,22,1,25,36,44,34,20,57,79,95,100,104,121,136,183,162,88,73,77,92,375,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,105
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:GB:4R:F:I:A:U:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,4,10,-,-,-,-,-,-,-,-,-,4,8,9,10
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","BY:Belarus",Q:S:IT:4R:U:C:A:A:TO1:O:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,13,\,\,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","BY:Belarus",Q:S:BE:4R:U:C:A:A:TO1:O:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,11,10,10
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:GR:4R:U:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,5,5,37,34,31,21,20,19,20,10,9,8,9,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:BE:4R:Q:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,-3,-,-3,-,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-,-,-,-,-,-,-,-,-,-,-,-1,-3,-2,-3,-,-3,-3,-2,-11,-19,-5,-11,1,-9,-4,-20,-16,-14,-15,-13,-13,-14,-12,-3,-3,-2,-2,-,-,-,-,-27,-24,-19,-18,-15,-13,-12,-12
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:CH:4R:U:W:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,17.415,13.225,11.492,5.422,4.507,3.644,2.42
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:IT:4R:F:I:A:U:TO1:A:BY,,,\,-,\,-,-,-,-,-,\,-,-,-,-,-,-,-,\,-,-,-,-,-,-,-,\,\,-,-,\,\,\,\,\,\,\,-,-,-,-,-,-,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,171,\,\,\,\,\,\,\,\,\,\,\,96.036,116.281,94.176,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:GB:4R:Q:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-,-,-,-,-,-,-,-,-,-,3,-,-,-9,-5,2,2,-,-,-,-,-,-,2,2,2,2,2,2,2
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:5A:4R:U:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,856,952,1008,977,1033,1284,1638,2080,2449,2558,2911,3347,3702,3858,3788,3216,2976,3008,3928,3752,3754,3842,4743,5503,5131,4652,3930,3894,3715.002,3798.002,3953.002,3865.001,3931.002,4137,3193.252,3252.638,3234.143,3159.235,2667.21,2421.831,2520.415,2247.041
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","BY:Belarus",Q:S:AU:4R:U:C:A:A:TO1:R:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:BE:4R:F:I:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,2,-,4,-,5,-,7,-,3,3,3,2,2,2,2,2,1,1,1,1,1,1,2,2,1,6,6,7,7,-,5,5,5,7,6,12,16,18,38,47,45,218,78,102,95,66,58,46,32,35,34,45,48,53,64,80,76,81,87,102,110,133,145,145,151,151,252,164,262,162,246,153
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","BY:Belarus",Q:S:GR:4R:U:C:A:A:TO1:B:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,-,-,-,4,4,4,4,4
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:5A:4R:F:C:A:A:TO1:A:BY,5,-,15,-,305,-,399,-,418,-,389,-,360,-,397,-,439,-,449,-,540,-,238,-,273,272,299,210,230,214,221,296,310,332,378,369,397,402,452,463,522,497,493,515,597,492,1106,1183,1233,1220,1302,1546,1976,2473,2745,3067,3359,3494,3893,4047,4007,3498,3267,3325,3580,3271,3442,3686,4651,5484,5332,4838,4299,4208,4001.044,4131.056,4350.028,4234.001,4347.006,4557.036,4507.753,4719.158,4743.464,4522.491,3984.407,3687.065,3755.417,3535.144
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:BE:4R:F:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,2,-,4,-,5,-,7,-,3,3,3,2,2,2,2,2,1,1,1,1,1,1,2,2,1,6,6,7,7,-,5,5,5,7,6,12,16,18,38,47,45,218,78,102,95,66,58,46,32,35,34,45,48,53,64,80,76,81,87,102,110,133,145,145,151,151,252,164,262,162,246,153
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","BY:Belarus",Q:S:FR:4R:F:B:A:A:LC1:A:BY,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,0,-,-,-,-,-,0,-,-,-,-,-,-,-,1,1,1,1,3,3,\,\,\,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","BY:Belarus",Q:S:AT:4R:U:C:A:A:TO1:B:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,40.736,6.001,7.071
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:GR:4R:F:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33,32,29,19,18,19,20,10,9,8,9,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:GB:4R:U:C:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-,-,-,-,2,2,4,10,-,-,-,-,-,-,-,-,3,4,19,6,21,5,2,-,2,-,5,2,-,2,2,2,2,0,5,2
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:BE:4R:F:I:A:U:TO1:A:BY,,,,,,,,,,,,,,,,,,,1,-,1,-,4,-,1,1,1,1,-,1,1,1,-,1,1,1,1,1,1,1,-,5,5,7,7,-,5,5,5,5,-,1,4,5,27,39,34,59,59,90,76,52,27,5,13,4,3,9,18,18,23,24,19,20,26,38,35,53,66,62,70,79,80,96,204,113,196,105
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:FR:4R:U:W:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,1,-,-,1,4,8,4,4,4,3,6,7,8,5,4,1,4,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","BY:Belarus",Q:S:JP:4R:U:C:A:A:TO1:O:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,44,74,60,73,70,44,27,33,31,24,20,25.7,14.9,15.8,16.4,18.3,16,11.5,6.6
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:5A:4O:F:I:A:A:TO1:A:BY,5,-,15,-,305,-,399,-,418,-,389,-,362,-,400,-,439,-,455,-,546,-,244,-,278,278,303,215,237,219,221,345,369,386,403,392,425,407,455,466,538,517,510,533,612,513,867,940,1057,1049,1111,1329,1735,2226,2428,2764,2796,2872,3194,3186,3247,2941,2783,2806,3057,2938,3059,3465,4250,4914,5031,4456,3970,3741,3362.044,3503.056,3608.028,3694.001,3879.006,4026.036,4192.174,4449.44,4645.583,4384.941,4410.369,3744.343,3696.888,3775.265
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:AT:4R:U:X:A:A:TO1:A:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,82.541,100.257,87.737
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BY:Belarus",Q:S:AT:4R:F:C:A:A:TO1:A:BY,0,-,4,-,18,-,24,-,32,-,32,-,28,-,31,-,25,-,24,-,28,-,18,-,24,34,46,29,30,22,20,23,29,31,36,33,40,53,53,58,61,59,62,84,140,99,693,713,810,777,829,884,1062,1233,1404,1473,1663,1771,2073,2245,2288,1900,1767,1885,1802,1575,1677,1672,1919,\,\,\,\,\,\,1583,\,\,\,\,\,\,\,\,\,1804.723,1781.844,1640.459
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","BY:Belarus",Q:S:GB:4R:U:C:A:A:TO1:B:BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,-,-,-,-,-,-,-,-,-,4
