BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Jersey"
"Country: Jersey"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:IT:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.203,260.108,288.755,262.362,206.504,269.197,105.18,121.208
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GB:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,-431,-155,-752,-671,-716,-96,403,-518,-1536,-1564,-1728,-1560,-948,-1293,-586,-101,221,-383,-335,-405,-4577,-2918,-2667,-1750,-2795,-2262,-2651,-2331,-2652,-1353,-1727,-2946,-7644,-9457,-6996,-7725,-8809,915,-665,-6928,-8258,-8575,-8447,-8168,-7927,-5458,-5876,-4209,-3712,-5279,-4876,-3803,-3610,-3366,-4096,-2133
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:IT:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2171,\,\,\,\,\,\,\,\,\,\,\,1266.343,1351.078,938.027,935.857,825.247,975.924,1141.53,1076.384
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:5A:4R:F:I:A:U:TO1:A:JE,,,,,,,0,0,14313,6363,8327,10917,14547,24511,35288,35818,38940,47844,47856,45774,46997,46506,43045,47431,24792,27629,26573,28011,34306,33428,35597,68157,93071,79591,85795,80863,50874,48713,53844,51341,47665,38877,34548,34145,36954,38189,37550,38525,33525,38801,36278.238,38449.481,37060.559,38058.501,37519.243,32171.987,37546.533,28571.705,29352.158,27343.913,23689.95,25687.554,26791.684,25614.757
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:FR:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,674
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:IT:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,170,\,\,\,\,\,\,\,\,\,\,\,35.151,29.185,27.684,8.384,8.926,2.458,3.073,5.311
"Q:Quarterly","S:Amounts outstanding / Stocks","BR:Brazil","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:BR:4R:F:I:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
"Q:Quarterly","S:Amounts outstanding / Stocks","NL:Netherlands","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:NL:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,2586,1845,1351,1119,1860,2047,1784,1552,1831,2556,2998,3423,3106,2958,2570,1409,2866,2624,2421,2188,1414,828,1022,1081,1232,1889,2012,1828,2033,1675,1797,1778,2100,1804,1745,1739.045,2320.52,1705.884,1637.048,1779.871,1656.886,1657.091,1614.352
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:JP:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,5612,5610,5610,7978,5610,5740,5712,5766,59,434,168,59,59,483,125,8,0,0,0,14,10,38,0,-,0,0,0,0,8,8,8,20,17,14,15,7,7,7.2,4.1,103.5,63.4,60.2,44.7
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:SE:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.224,482.927,300.522,1270.143,793.474,1078.378,1150.348,1136.741
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CH:4R:U:C:V:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,913.383,765.95,1003.442,731.639,818.343,652.914,627.35,505.326
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:DE:4R:U:C:V:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,836,770,773,1010,838,882,805,965
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:JP:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,9596,10356,11467,11254,11657,10946,11521,11520,12933,13688,13874,14156,14147,14250,12403,11634,9970,10462,9717,9243,8447,7702,6956,7737,7268,7701,6641,7181,7782,7298,7270,7072,7659,7244,8029,8082.8,8671.6,8876.8,8461.7,8905.5,9959.5,8858,8552.2
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:DE:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,8668,7387,7064,7326,5815,4931,5706,6166
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FR:4R:U:C:V:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,456,301,293,243,435,292,258,171,140,190,177,551,515,2962,5499,5676,4968,3302,3284,2312,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,799
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CH:4R:U:W:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2390.715,1840.784,1389.003,1116.612,937.818,740.737,606.899
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","JE:Jersey",Q:S:GB:4R:U:C:A:A:TO1:O:JE,,,,,,,,,,,,,,,,,,,,,,70,65,74,84,85,92,125,100,102,104,112,123,215,169,162,231,107,119,115,191,211,84,101,146,157,220,106,102,198,49,13,13,11,8,8,13,5,9,446,426,404,447,3
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","JE:Jersey",Q:S:BE:4R:F:B:A:A:LC1:A:JE,,,,,,,,,15,9,9,10,2,-,-,-,-,-,-,-,-,-,-,-,-,-,24,24,27,28,44,26,25,23
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:DE:4R:U:W:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,407,493,436,338,385,321,276,355
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:ES:4R:F:I:A:U:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,27.505,1515.875,1850.261,1873.792
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:DE:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,349,334,318,262,179,377,28,56
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:IT:4R:U:C:V:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,52,\,\,\,\,\,\,\,\,\,\,\,29.649,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:FR:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,15831,10802,10840,15074,15731,9772,10856,14267,16075,17007,17914,18126,16675,17388,15634,11645,10507,10756,12412,13301,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3727
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:5A:4O:F:I:A:A:TO1:A:JE,240,-,-,-,-,-,0,0,32872,25139,31412,35906,40274,53793,68088,69388,75912,88188,90256,89464,98458,98238,97335,107544,86592,92272,97860,107607,118119,129757,140278,172626,209137,199414,200712,187976,140732,127564,136862,135290,133842,121933,111264,115916,115287,115930,118274,92990,87307,96550,90450.714,92365.071,89190.966,87295.461,89491.284,83093.967,98955.474,88322.117,87300.173,83782.358,75518.031,75274.627,76569.469,73678.022
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GR:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-5,6,-7,-6,-6,-4,-3,-2
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:DE:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,14151,13977,15657,14023,14874,19253,22250,24850,24020,25168,49776,52763,59954,50798,44832,36788,32872,40780,39685,35267,31939,28300,27316,25977,27437,25363,23420,22093,22274,20008,17324,16163,15317,15753,14284,9017,7721,7382,7588,6397,5937,6516,6838
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","JE:Jersey",Q:S:GR:4R:F:B:A:A:LC1:A:JE,,,,,,,,,,,,,,,,,0,0,9,9,0,0,0,0,1,0,0,0,0,1,1,0,0,64,66,59,47,46,53,52,52,49,48,51,50,52,51,50,50,51,50,52,52,49,49,52
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:SE:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,-1,-1,-1,-5,-5,\,1,2,2,2,-15,-11,-16,-16,-39,20,-75,-45,-50,-57,-33,-25,-18,-10,-60,-60,-57,-83,-41,-29,-24,-21,-24,-46,-43,53,58,74,83,69,42,46,-19,-26,-65,-58,-236,-280,-140.75,-207.418,-212.315,-160.539,-188.402,-51.805,-108.751,-107.24
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","JE:Jersey",Q:S:FR:4R:U:C:A:A:TO1:O:JE,,,,,,,,,,,,,,,,,,,,,,0,-,-,19,-,1,0,14,-,-,-,559,-,27,-3,19,15,10,6,0,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,5
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:5A:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,64805,88904,95559,75080,82340,82992,92115,101186,107725,118604,156405,189358,190540,190210,174125,129706,121449,134320,132481,124603,112201,104426,108880,106369,119152,116288,84763,78119,87156,79845.326,81728.234,78250.733,78553.62,80515.902,76193.105,81007.166,66083.405,64971.497,63005.541,57332.225,59089.73,59425.818,59726.182
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:BE:4R:F:C:A:A:TO1:A:JE,,,,,,,,,1934,1971,2224,3381,2839,2084,2564,2296,2243,2154,1616,1797,2060,1873,2053,1884,1967,2163,2576,3457,2572,2912,3758,6719,10759,5190,4445,7453,5449,3680,2258,1336,1125,532,438,517,657,524,522,415,86,92,54,65,388,380,457,441,468,550,588,509,504,769,474,464
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GB:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,14584,14306,17423,16315,20739,21960,23993,25691,28941,31637,39505,53430,50198,60770,55432,31837,35234,42563,44830,39844,38668,39799,43966,41157,49895,50083,30033,26046,33191,30879,34281,30021,30678,30184,30365,35773,20464,23698,21423,19345,19558,18958,18140
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:5A:4O:F:C:A:A:TO1:A:JE,240,-,-,-,-,-,0,0,35936,27570,33995,40538,44456,57664,71745,73104,80633,92323,94423,94118,106887,109235,104170,113750,94858,101593,105178,114269,126026,137835,148058,180244,216989,207079,208032,194275,147217,132289,141986,140207,138864,126458,115790,120325,119539,120338,122847,96891,90934,100056,94239.714,96077.071,92928.966,89839.461,91890.284,86601.967,102933.081,92237.449,89960.815,86319.372,79424.506,78922.223,80377.297,77227.181
"Q:Quarterly","S:Amounts outstanding / Stocks","TR:Turkey","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:TR:4R:F:C:A:A:TO1:A:JE,,,,,,,,,96,69,-,-,-,-,98,-,-,6,-,5,-,-,-,-,-,3,7,-,-,506,515,158,134,129,-,-,-,-,-,-,-,-,-,-,-,-,-,149,140,132,124,116,107,99,99,99,99,74,50,731.766,707.388,714
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","JE:Jersey",Q:S:IT:4R:U:C:A:A:TO1:O:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.879
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AU:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,-25,-24,-6,-11,-19,-62,-5,-,-,-155.387,-165.837,-168.233,-246.84,-296.382,-315.861,-291.297,-242.824,-123.719,-288.049,-314.308,-298.607,209.57,623.5
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:SE:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,,17,17,-,-,-,-,-,-,1,129,1,1,2,-,1,-,-,-,1,1,7,68,67,66,65,55,55,128,135,142,148,140,118,117,7.281,46.571,47.081,2.407,4.473,2.794,0.167,0.226
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","JE:Jersey",Q:S:FR:4R:F:B:A:A:LC1:A:JE,,,,,,,,,0,0,0,0,66,0,0,-,73,38,38,45,3650,6892,2961,2272,4449,4121,2011,1146,1370,1253,1256,1347,1351,895,676,487,1797,296,301,212,206,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-584
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","O:Official sector","JE:Jersey",Q:S:JP:4R:U:C:A:A:TO1:O:JE,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:TW:4R:F:I:A:U:TO1:A:JE,,,,,,,,,,,,,,,,48,1,-,-,1,-,7,7,8,6,6,5,10,8,8,63,112,148,162,124,83,106,95,55,57,52,50,49,42,53,49,29,30,24,8,13,61,50,78,63,21,29,39,42,47,53,84,102,95
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:GR:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,29,20,19,6,17,12,12
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GB:4R:U:W:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,1958,1843,1937,2113,2236,2511,1347,1630,508,498,454,1603,1646,1542,4585,4170,232,252,235,229,385,506,657,1224,1005,726,696,417,727,729,870,778,2304,1591,1480,1440,1205,1575,1457,1531,1359,1337,1277
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:BE:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,89,48,-40,-40,-41,-63,-74,-83,-113,-98,-72,-68,-888,-284,-361,-425,-452,-725,-799,-649,-755,-1004,-1250,-1621,-1347,-1426,-1176,-893,-144,-42,-52,-78,-827,-136,-129,-96,-161,-180,-43,-61,-41,-42,-14,-18,-19,-20,-20,-21,0,0,-,2,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:ES:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,75.391,113.391,193.67,51.063
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:IT:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,402,\,\,\,\,\,\,\,\,\,\,\,1228.479,1079.515,970.765,772,743.949,664.753,662.791,716.768
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:DE:4R:F:C:A:A:TO1:A:JE,,,,,,,,,,,,,,10002,15160,15470,16054,18942,18470,18327,20033,17823,18934,22380,19275,20139,25003,27656,28907,30692,32078,59952,64304,61043,54366,51519,39354,31415,34582,33744,32024,26837,24468,22360,22920,22071,22531,19772,18165,18271,16837,16058,15026,14125,14838,13140,12185,12625,11435,11718,10664,9273,10909,10527
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:5A:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,60205,83106,90030,68320,75109,75497,84358,90768,99247,108389,143720,174484,174116,175157,161029,114653,111614,124014,125720,117597,106747,98605,102918,99475,111235,107355,77668,72278,82031,75659.288,77671.298,73465.062,73318.129,77062.384,73036.833,78923.226,63669.843,64773.536,61659.976,55036.23,57009.706,57768.313,58040.38
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AU:4R:F:I:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,135,106,106,118,127,160,125,208,129,126,191,184,140,127,316,471.714,582.071,513.966,528.461,699.284,621.967,627.753,686.042,551.035,556.045,556.945,511.855,770.788,790.518
