BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Jersey"
"Country: Jersey"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:BE:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,5,3,1,2,105,161,208,276,176,105,94,103,170,165,139,132,74,94,74,13,84,8,5,3,-,4,-,-,1,4,-,1,-,3,2,29,9,1,1,1,-,1,1
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:TW:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,52,52,52,50,50,78
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AU:4R:U:W:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.326,9.398,4.876,27.321
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","JE:Jersey",Q:S:5A:4R:F:B:A:A:LC1:A:JE,,,,,,,0,0,3064,2417,2569,4616,4182,3871,3657,3716,4721,4135,4167,4654,8429,10997,6835,6206,8266,9321,7318,6662,7907,8078,7780,7618,7852,7665,7320,6299,6485,4725,5124,4917,5022,4525,4526,4409,4252,4408,4573,3901,3627,3506,3789,3712,3738,2544,2399,3508,3977.607,3914.332,2660.642,2536.013,3906.475,3648.597,3807.828,3547.159
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AT:4R:F:I:A:U:TO1:A:JE,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,119.553,131.347,139.54,87.003,49.841,47.833,59.082,82.689
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:SE:4R:F:C:A:A:TO1:A:JE,,,,,,,,,56,41,45,53,54,53,57,55,84,71,189,163,143,168,180,273,230,254,228,253,217,192,222,557,609,620,620,968,1166,1020,1023,1017,1183,1146,1162,1258,1737,1864,1731,1629,1623,1718,1274,1482,2093,2118,2400,2687,\,\,\,\,2596.231,\,2509.845,2789.267
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:AU:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,102,-,97,165,123,114,171,111,124,115,315,314.288,414.298,345.062,281.129,402.384,305.833,336.451,443.15,427.252,267.947,242.016,213.238,970.734,1413.808
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AU:4R:U:C:V:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,34,4,5,91,3,156,4,168,5.513,4.154,9.988,5.169,17.024,10.956,2.448,2.591,2.237,5.976,14.026,28.149,107.859,96.287
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:5A:4R:F:I:A:A:TO1:A:JE,240,-,-,-,-,-,0,0,28534,20620,27068,29233,34659,52108,66313,67458,74031,83220,84887,83447,91808,91316,89829,99649,75109,82260,85824,96858,106229,118078,128510,169892,205970,196095,197288,185096,137160,124382,133877,132382,131438,119281,109451,114016,113342,113640,115817,90482,84537,93336,87445.714,88599.071,85476.966,83683.461,85977.284,79439.967,95042.02,84312.619,83553.591,80032.11,71856.791,71787.519,72951.075,70570.367
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GR:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,233,149,149,142,130,64,57,12,4,6,7,52,180,312,235,275,369,332,179,307,279,324,239,212,211,179,172,322,310,270,274,277,264,160,155,107,116,83,78,124,120,119,115
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:ES:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,470.976,538.812,521.463,545.419,419.231,490.624,441.408
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FI:4R:F:C:A:A:TO1:A:JE,,,,,,,,,,3,3,3,1,1,1,1,1,\,\,\,\,-,\,\,\,\,\,\,\,\,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CH:4R:F:I:A:A:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,5541.751,6259.744,6188.627,5048.865,4814.097,4453.087,4559.837,4386.643
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CH:4R:F:C:A:A:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,5541.751,6259.744,6188.627,5048.865,4814.097,4453.087,4559.837,4386.643
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AU:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,8,-,-,-,-,-,-,-,-,-,-,-,-,177,134,106,106,118,127,133,100,184,123,114,171,122,135,127,316,316.326,416.234,345.733,281.62,402.902,306.105,336.456,443.218,427.315,267.996,242.638,213.247,980.36,1414.018
"Q:Quarterly","S:Amounts outstanding / Stocks","BR:Brazil","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:BR:4R:F:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:BE:4R:F:I:A:A:TO1:A:JE,,,,,,,,,1919,1962,2215,3371,2837,2084,2564,2296,2243,2154,1616,1797,2060,1873,2053,1884,1967,2163,2552,3433,2545,2884,3714,6693,10734,5167,4445,7453,5449,3680,2258,1336,1125,532,438,517,657,524,522,415,86,92,54,65,388,380,457,441,468,550,588,509,504,769,474,464
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FR:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,-201,-199,-86,-870,-892,-172,-63,-559,-609,-326,-487,-519,-233,-743,764,880,26,-1004,-999,-1349,-1379,-1642,-733,-820,-320,-408,-161,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-281
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:JP:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,11235,12072,12913,12852,13019,12577,13276,13340,14937,15765,15836,16526,16789,16405,14633,13723,11782,12300,11718,10967,10117,9390,8616,9284,8699,9068,7930,8356,8623,8011,7962,7551,8089,7699,8386,8570.3,9064.2,9175.5,8820.9,9262.4,10339.5,9272.2,9030.2
"Q:Quarterly","S:Amounts outstanding / Stocks","BR:Brazil","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:BR:4R:F:I:A:U:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:IT:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2000,\,\,\,\,\,\,\,\,\,\,\,1231.192,1321.893,910.343,927.473,816.321,973.466,1133.579,1071.074
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:TW:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,34,69,30,29,5,5,5,5,10,10,10,10,5,8,8,5,5,7,7,7,5,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,13,13,13,13
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:US:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9341,10488,10388,11343,8455,8764,10386,10379
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:DE:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089,2990,2752,2593,2471,1767,2198,1959
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","JE:Jersey",Q:S:5A:4O:F:B:A:A:LC1:A:JE,,,,,,,0,0,3064,2431,2583,4632,4182,3871,3657,3716,4721,4135,4167,4654,8429,10997,6835,6206,8266,9321,7318,6662,7907,8078,7780,7618,7852,7665,7320,6299,6485,4725,5124,4917,5022,4525,4526,4409,4252,4408,4573,3901,3627,3506,3789,3712,3738,2544,2399,3508,3977.607,3914.332,2660.642,2536.013,3906.475,3648.597,3807.828,3547.159
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GR:4R:F:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,282,282,205,205,307,307,270,270,178,156,168,289,279,268,263,260,306,429,527,438,420,511,557,345,605,565,430,375,341,349,305,271,410,403,315,320,284,269,165,160,111,123,90,84,130,124,122,117
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:SE:4R:U:X:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,,13,465,4,501,501,518,526,533,201,203,208,309,292,268,196,184,198,62,86,66,69,107,97,155,120,91,179,263,203,170,101,121,142,218.206,190.793,231.342,535.845,192.081,82.267,276.157,285.566
"Q:Quarterly","S:Amounts outstanding / Stocks","NL:Netherlands","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:NL:4R:F:C:A:A:TO1:A:JE,,,,,,,,,581,449,359,680,536,781,814,1354,1678,1490,1898,2237,4334,2919,1992,1708,1366,1996,2566,2683,2824,3962,3048,3760,3712,3149,2703,2344,2029,3297,3118,2971,2618,1859,1168,1412,1420,1578,2245,2396,2146,2297,2149,1839,1756,2169,1957,1922,1819.033,2363.263,1708.616,2025.863,2150.171,1733.275,1575.411,1575.142
"Q:Quarterly","S:Amounts outstanding / Stocks","CA:Canada","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CA:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,\,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,\,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-61.939,-10.871,-30.127,-31.712
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CH:4R:F:I:A:U:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3759.867,4263.988,3934.995,3294.487,3066.535,2766.4,3035.448,2964.531
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:TW:4R:F:I:A:A:TO1:A:JE,,,,,,,,,,,,,,,,48,2,1,25,25,66,46,83,104,82,58,53,62,91,144,212,260,284,286,249,214,186,183,140,122,238,274,284,154,166,175,309,340,308,309,333,366,291,336,312,207,207,210,246,246,283,360,405,445
"Q:Quarterly","S:Amounts outstanding / Stocks","CA:Canada","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CA:4R:F:I:A:A:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,935.827,968.464,961.305,784.858
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:JP:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616,3598.7,2983.5,3552.1
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:GB:4R:F:I:A:U:TO1:A:JE,,,,,,,,,1951,2375,2611,3002,3060,2549,2827,3301,3038,3700,3827,3966,5727,6601,5666,7693,6633,8190,8147,9190,13014,9526,11804,14506,30477,26324,37549,31377,11788,16346,22036,24508,21236,17268,16454,17891,18227,17728,17490,19497,15537,21207,19890,24446,19195,20721,20190,18110,19614,7868,9928,7963,5978,6279,6153,4424
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:AT:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-36.574,-43.101,-45.361
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FI:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,,0,-,-,-,0,21,30,-,\,\,\,\,\,\,\,\,\,\,\,\,\,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:JP:4R:F:C:A:A:TO1:A:JE,,,,,,,0,0,12931,6087,9089,8367,11221,9619,9862,9428,9898,9912,10180,10313,11768,12701,13508,14963,14701,15158,15315,16529,16637,18501,19501,19616,21009,21202,21022,19005,18953,15798,16551,16110,15234,13862,12875,12480,12866,12460,12944,12104,12069,11520,11356,11470,11013,11089,10601,11247,11864,12265,12640,12078,12517.6,13629.2,12284.4,12041.2
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:AT:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,0.918,0.444,0.269,\,\,5.733,5.973,5.944
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","JE:Jersey",Q:S:GB:4R:U:C:A:A:TO1:F:JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4193,6143,5723,5700,6093,4876,4430
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:TW:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,-3,-5,-5,-5,-5,-2,-7,-7,-35,-35,-35,-35,-41,-59,-59,-62,-81,-79,-69,-193,-193,-204,-60,-81,-94,-235,-274,-239,-255,-255,-281,-203,-208,-190,-127,-127,-129,-189,-184,-214,-294,-339,-353
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:BE:4R:F:I:A:U:TO1:A:JE,,,,,,,,,149,246,488,1824,1560,774,1764,1467,1240,1191,717,720,756,813,745,791,845,759,788,1091,519,594,331,3521,7259,2007,1478,5133,4154,2815,1438,537,188,159,171,182,315,129,129,35,37,36,18,18,20,26,37,37,19,41,72,6,6,279,191,189
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","JE:Jersey",Q:S:SE:4R:U:C:A:A:TO1:R:JE,,,,,,,,,,,,,,,,,,,,,,,111,269,154,209,178,195,183,165,197,411,541,551,549,870,1109,976,984,978,1104,1021,988,1060,1532,1664,1544,1456,1420,1437,929,1113,1249,1286,2046,2290,2617.307,2150.226,1966.699,2752.617,2403.355,2436.365,2400.917,2680.27
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:ES:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,,480,577,557,589,312,382,377,534,699,756,799,1159,1280,1179,1141,986,1138,1243,1211,1147,1081,1056,1247,1546,1620,1574,1661,1638,1395,1708,1949,1852,1831,1856,1985,2306.484,2293.557,2164.557,1879.912,2201.329,2628.836,2527.202
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","JE:Jersey",Q:S:FR:4R:U:C:A:A:TO1:B:JE,,,,,,,,,,,,,,,,,,,,,,1235,692,1062,1461,1655,2124,2261,2613,2564,2497,4562,5520,6073,6261,5012,7192,4272,4476,942,2430,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-666
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:FR:4R:U:W:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,485,533,355,416,513,487,572,680,856,574,746,549,464,462,426,296,118,147,204,1286,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,366
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:CH:4R:Q:C:A:A:TO1:A:JE,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,723.078,61.877,178.071,937.723,440.2,169.324,-59.563,-103.324
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:TW:4R:U:C:A:A:TO1:A:JE,,,,,,,,,,,,,,,,,,,,,,43,78,99,77,53,51,55,85,109,177,226,249,245,191,155,125,101,61,52,45,82,79,94,86,82,75,66,69,54,78,85,87,128,122,80,80,80,57,63,69,67,67,92
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","JE:Jersey",Q:S:JP:4R:F:I:A:A:TO1:A:JE,,,,,,,0,0,12931,6087,9023,8284,11136,9530,9845,9411,9880,9894,10180,10313,11768,12701,13508,14963,14602,15058,15229,16441,16522,18368,19361,19479,20874,21067,20887,18883,18855,15702,16443,16007,15131,13765,12780,12380,12861,12434,12939,12090,12061,11494,11356,11470,11013,11089,10601,11247,11864,12265,12640,12078,12517.6,13629.2,12284.4,12041.2
