BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Finland"
"Country: Finland"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4B:Domestic Banks","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","FI:Finland",Q:S:FI:4B:U:C:V:A:TO1:A:FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835,2039,2138,1855,2168,1646,1754
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","FI:Finland",Q:S:BE:4R:U:C:A:A:TO1:B:FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,414,261,233,312,370,347,292,597,839,763,757,1325,1721,1301,1270,1177,1521,1536,263,251,389,382,261,288,309,323,263,319,225,250,188,202,222,233,243,411,224,185,236,233,1379,1796
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","FI:Finland",Q:S:DE:4R:U:C:A:A:TO1:F:FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,883,666,655,415,396,358,503
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","FI:Finland",Q:S:US:4R:U:C:A:A:TO1:A:FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,3201,3089,3670,2837,2962,3449,3469,3840,3202,3246,3967,4590,3412,4024,3880,11450,9547,10598,10732,9779,10329,10555,10400,12203,10617,9748,8049,8888,8654,10140,12242,11357,10364,9943,9706,10005,11156,11459,9488,10519,11652,11184
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","FI:Finland",Q:S:IT:4R:U:C:A:A:TO1:R:FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,377,\,\,\,\,\,\,\,\,\,\,\,452.502,500.691,604.227,485.71,607.373,593.315,602.028,577.141
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","FI:Finland",Q:S:BE:4R:F:I:A:U:TO1:A:FI,,,,,,,382,-,389,795,646,417,531,867,676,542,733,482,527,424,576,1078,883,1052,1067,204,174,360,1036,290,536,446,357,414,535,509,547,827,888,1149,970,1417,2297,1481,1384,1493,1249,1472,243,276,377,339,237,146,267,310,263,254,162,175,109,137,163,171,395,565,189,162,186,192,1357,1708
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","FI:Finland",Q:S:US:4R:U:C:A:A:TO1:B:FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,357,271,525,356,400,402,498,396,605,752,1102,1536,733,1804,2183,5549,4278,3350,4985,3457,5658,4270,5859,6151,5110,4271,4506,4383,4678,4185,3882,3794,4265,3102,2734,2163,2329,2755,2682,3874,4465,4341
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","FI:Finland",Q:S:US:4R:F:I:A:A:TO1:A:FI,,,,,,,1172,-,1565,1420,2205,4016,2405,2484,2250,2216,2487,3008,2238,2361,1764,1435,2503,1952,1994,3251,2280,3064,3205,3173,2456,2283,2824,2617,2756,3196,3338,3718,2872,2934,3605,4008,3020,3656,3527,7977,7707,9991,7144,8173,6945,9659,9486,11216,9347,7975,6187,7115,6871,7900,10685,9552,7886,8052,9467,9763,10234,10606,8561,9755,10802,10177
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4B:Domestic Banks","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","FI:Finland",Q:S:FI:4B:F:B:A:A:LC1:A:FI,,,,,,,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84861,84933,76057,77305,69751,75204,77055
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","FI:Finland",Q:S:FR:4R:U:C:A:A:TO1:A:FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,4711,4013,4310,6207,5943,5554,6540,8167,8997,8414,9270,10315,9503,8320,6676,6403,7189,8958,12007,10446,8498,10441,7860,9575,9975,8040,7240,6985,6146,6618,7434,7491,6986,7409,8677,9476,8486,7642,8810,9185,9013,9083
