BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Bosnia and Herzegovina"
"Country: Bosnia and Herzegovina"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:5A:4R:Q:C:A:A:TO1:A:BA,,,,,,,,,,,,,,,,,-3,-,1,-,-27,-,-12,-,3,-10,2,3,2,4,6,5,2,-15,-28,-28,-37,-81,-37,-45,-215,-287,-311,-301,-240,-229,-356,-386,-61,-82,-113,161,204,76,132,203,-851,-855,-1253,-1093,-481,-683,-590,-866,-303,-907,-773,-763,-707,-633,-705,-553,-154,-527,-430.028,-548.028,-180.081,-215.097,-236.079,-235.082,-438.293,-442.156,-431.194,-341.007,-316.638,-298.768,-449.399,-516.441
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","BA:Bosnia and Herzegovina",Q:S:AT:4R:U:C:A:A:TO1:R:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3953.902,3876.113,3741.482,2839.64,2702.834,2346.323,2489.69,2419.68
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","BA:Bosnia and Herzegovina",Q:S:GB:4R:U:C:A:A:TO1:R:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,3,4,5,5,5,3,3,2,2,2,3,5,5,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:BE:4R:U:C:A:A:TO1:A:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,10,10,10,11,14,11,13,13,9,4,4,3,3,1,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,1
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:GR:4R:U:W:A:A:TO1:A:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2,2,1,1,1,1,1,1
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:AT:4R:U:C:A:A:TO1:A:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531,2840,3259,3294,3684,3967,4343,4459,5007,6001,6710,7558,4277,4200,4193,3736,3847,3988,6538,6093,5503,6017,5829,6318,6441,6109,5946,5399,4895,5006,5446,5263,5319,5428,5496.829,5321.552,5202.323,4230.123,4020.168,3459.547,3490.414,3257.119
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","BA:Bosnia and Herzegovina",Q:S:5A:4O:F:B:A:A:LC1:A:BA,3,-,3,-,3,-,4,-,4,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,149,317,328,386,479,776,851,927,987,877,822,1472,2451,2356,2614,3095,3373,3630,4374,4623,6636,7791,5975,6189,5985,6607,6283,6431,6768,6502,5981,5483,6270,6533,6378,6655,6238,6191,6019,5635,5879,6074,5866,6040,6337,6571.667,6600.299,6614.584,5056.533,5780.347,5219.788,5549.806,5615.571
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:5A:4R:U:C:A:A:TO1:A:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,3579,3953,4268,4317,5074,5750,6307,7607,8532,10068,12998,12451,11603,11089,10807,10307,10842,10866,11161,9782,8796,9863,9713,10343,10597,10066,10079,9264,8709.268,8910.279,9417.298,9058.298,9201.288,9563.29,9604.57,9420.035,9320.28,8271.864,7924.359,7065.122,7415.349,7312.681
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:5A:4R:U:W:A:A:TO1:A:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,85,96,87,159,184,76,114,650,766,846,830,785,829,783,845,702,756,727,853,748,647,752,891,1003,1089,932,959,883,781,847,830,690,797,780,782.315,727.837,832.661,775.12,703.866,618.958,535.571,578.496
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:FR:4R:F:C:A:A:TO1:A:BA,1,-,2,-,2,-,2,-,2,-,117,-,25,-,2,-,8,-,6,-,2,-,14,-,18,5,2,3,4,4,4,5,4,3,20,245,258,192,2,4,3,3,3,3,4,4,5,9,5,5,6,6,7,8,8,9,10,16,13,7,11,11,10,11,30,30,9,12,\,27,27,27,38,71,45,55,66,60,51,53,\,\,\,\,\,\,\,25
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:CH:4R:F:I:A:U:TO1:A:BA,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,-,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-,-,-,\,\,\,\,\,\,\,\,\,\,\,10.578,12.553,17.91,19.524,12.64,10.016,11.041,21.967
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:IT:4R:Q:C:A:A:TO1:A:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,-,-,\,\,\,-,-,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-47,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","BA:Bosnia and Herzegovina",Q:S:FR:4R:U:X:A:A:TO1:A:BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-,1,-,-,-,447,303,304,308,146,3,3,3,3,3,3,3,3,4,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1
