BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Slovenia"
"Country: Slovenia"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SI:Slovenia",Q:S:ES:4R:Q:C:A:A:TO1:A:SI,,,,,,,,,,,,,,,,,,,,,,,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1.03,0.857,0.916,1.5
"Q:Quarterly","S:Amounts outstanding / Stocks","TW:Chinese Taipei","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SI:Slovenia",Q:S:TW:4R:U:C:A:A:TO1:A:SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,13,7,7,5,6,6,3,3,3,1,11,43,167,157,139,124,76,78,54,44,36,41,32,19,13,3,-,-,-,-,-,-,-,-,-,1
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SI:Slovenia",Q:S:GB:4R:F:I:A:A:TO1:A:SI,,,,,,,,,,,79,-,36,-,-,-,-,-,141,-,135,-,77,-,68,73,70,-,63,63,18,19,10,1,3,3,5,5,10,10,9,9,11,81,79,78,161,53,65,76,172,295,303,261,281,226,323,338,521,424,260,215,188,320,312,317,272,98,219,747,737,804,663,658,593,573,707,625,452,402,319,343,491,331,361,439,371,359
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SI:Slovenia",Q:S:AU:4R:F:C:A:A:TO1:A:SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,0.102,0.251,0.689,0.676,0.664,0.684,2.78,2.08,2.094,2.06,2.42,2.368,2.669,2.174
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SI:Slovenia",Q:S:GR:4R:F:I:A:A:TO1:A:SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,41,41,28,28,38,38,14,11,28,13,12,19,9,50,28,28,67,53,31,29,24,24,18,17,10,11,2,2,0,0,0,0,0,0,0,7,7,7,7,7
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","SI:Slovenia",Q:S:IT:4R:U:C:A:A:TO1:R:SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,5745,\,\,\,\,\,\,\,\,\,\,\,5350.665,5262.869,5127.263,\,\,\,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SI:Slovenia",Q:S:5A:4O:F:C:A:A:TO1:A:SI,337,-,386,-,678,-,978,-,1110,-,1581,-,1955,-,2165,-,2133,-,2235,-,2452,-,3002,-,3002,3176,3329,3137,3719,3718,3922,4188,5214,5009,5931,6032,6830,7066,7612,8203,9905,9183,8988,9969,11355,12043,15735,17067,17520,19379,21257,21641,24025,26586,28260,34097,41560,47892,45583,42449,40758,39089,40260,41900,39250,36822,33726,37233,36467,38805,40700,38035,35853,35671,33536.102,33248.251,33737.689,31612.676,30784.664,30761.684,28450.573,27782.687,26353.288,22436.69,21111.001,18868.857,19245.537,19029.989
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SI:Slovenia",Q:S:AT:4R:U:W:A:A:TO1:A:SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,958.226,914.085,818.11,752.207,609.218,523.936,566.19,595.8
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","SI:Slovenia",Q:S:GB:4R:U:W:A:A:TO1:A:SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,5,6,6,6,6,6,6,6,8,6,5,4,6,5,5,5,5,4,5,6,5,5,90,90,614,659,656,800,931,1080,1085,1023,967,923,905,979,860,933,929
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","SI:Slovenia",Q:S:SE:4R:U:C:A:A:TO1:B:SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,11,9,10,8,10,6,8,5,6,5,5,4,3,1,1,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,\,\,\,\,0.501,\,0.022,0.106
