BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in United Kingdom"
"Country: United Kingdom"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","BR:Brazil","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:BR:4R:F:I:A:A:TO1:A:GB,,,,,,,,,,,,,,,,,,,,,1255,1317,1136,1200,4597,2919,3756,5238,3158,3771,4267,8066,6344,6517,4512,8831,6261,7169,8420,6436,4033,3947,3905,3246,3053,2766,4222,3679,5417,8420,7407,7538,9187,9609,8689,10543,8095,10368,10693,8879,8867,9572,7030,13018,12112,9585,9909,9370,10122,14758,16413,16698
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4B:Domestic Banks","F:Immediate counterparty basis","B:Local claims","A:All instruments","A:All maturities","LC1:Local currency","A:All sectors","GB:United Kingdom",Q:S:GB:4B:F:B:A:A:LC1:A:GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603205,2706108,2551135,2442605,2313167,2449438,2341902
"Q:Quarterly","S:Amounts outstanding / Stocks","CA:Canada","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:CA:4R:U:C:A:A:TO1:A:GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,95568,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,110464.248,84933.577,94309.533,96958.572
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:KR:4R:U:W:A:A:TO1:A:GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781.425,2756.261,2803.553,2940.906,3065.45,2837.453,2643.795,2736.798
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:KR:4R:F:C:A:A:TO1:A:GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555,3628,2913,4572,3767,2907,2981,3044,2833.338,2658.971,2070.39,2132.322,3114.295,2696.886,2556.873,3461.371
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:ES:4R:U:C:A:A:TO1:A:GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254115,264641,265726,271477,303030,294578,313207,333773,333393,348579,343909,331384,360722,351862,349916,344926,396171,388800,406000,372663,382993,420862,417264,429972,426668,408875,391167,415966,432166,431994,406941,387564,386647,390100,395131,395474.97,405083.854,378568.115,371807.466,355318.39,421094.68,412489.985
"Q:Quarterly","S:Amounts outstanding / Stocks","FI:Finland","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","V:Derivatives","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:FI:4R:U:C:V:A:TO1:A:GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2732,2524,2602,2223,\,3563,4083,3684,4484,4649,4178,4579,3823,5168,5701,6336,6745,7972,5826,7660,6344,6449
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:DE:4R:F:I:A:A:TO1:A:GB,,,,,,,221401,-,183320,212724,211346,200259,232502,243637,271254,341966,322700,304290,337310,371988,364839,410446,458758,413132,392290,477057,484425,514414,562276,577099,554639,523874,440669,569968,594537,535117,499399,603037,647762,624274,607218,712338,608280,563427,412527,394927,408557,377862,383725,382053,371204,401446,383319,423264,412678,424018,382753,386448,354704,378447,321722,355440,346466,378439,346602,366426,382575,358894,327388,336922,354136,345628
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4B:Domestic Banks","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","GB:United Kingdom",Q:S:GB:4B:U:C:A:A:TO1:F:GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401569,431983,433365,347759,346284,349583,327092
"Q:Quarterly","S:Amounts outstanding / Stocks","CL:Chile","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:CL:4R:F:I:A:U:TO1:A:GB,,,,,,,,,,,,,,,,,,,,,11,42,68,65,28,124,2,31,61,47,26,41,28,17,34,35,53,41,28,90,90,62,86,61,55,94,140,217,108,98,98,105,114,111,119,286,350,184,170,73,164,195,297,175,231,164.436,132.793,1336.265,474.28,679.652,253.092,692.503
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:AU:4R:F:I:A:A:TO1:A:GB,,,,,,,,,,,,,,,,,,,,,,,,,24593,23397,23868,23920,31205,23212,30902,37257,19516,22280,26221,26016,27207,36841,33622,37547,34115,41741,42018,42521,31722,27807,35111,31758,34017,42028,37597,46740,52095,54172,53303,53667,64954,53978,59280.015,55557.787,54542.099,43585.199,48668.416,39678.187,45625.422,41835.75,38458.249,45932.95,47683.001,50449.043,46922.639,48292.947
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","GB:United Kingdom",Q:S:5A:4R:F:I:A:A:TO1:A:GB,1866,-,2136,-,2136,-,847142,-,763008,869346,875451,837268,902074,955565,989962,1074844,958048,960215,1074536,1082737,1114523,1229106,1370483,1345350,1387723,1592877,1611020,1650407,1831067,1968615,1867107,1885849,1737712,2022185,2160501,2105751,2221597,2731387,2850992,2889709,2750191,3035547,2764048,2425133,2039161,1984731,2067309,2106620,1929796,1953386,1864980,1983860,1836658,1946119,1969285,1958067,1748679,1814593,1806393.015,1731835.787,1620131.099,1598171.199,1530896.416,1578361.187,1587693.391,1643169.284,1674091.296,1588305.266,1433592.902,1470741.037,1454239.867,1457327.382
