BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Canada"
"Country: Canada"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:AU:4R:Q:C:A:A:TO1:A:CA,,,,,,,,,,,,,,,,,,,,,,,,,2174,1543,1422,1425,2019,1191,984,1323,1098,455,1404,578,861,846,577,\,474,766,1262,1209,1132,1133,1461,980,595,1078,1890,1521,2242,1968,2171,3338,2129,2212,2130.221,1333.939,1451.284,1346.288,2492.566,1191.856,1072.775,1993.563,2100.268,1734.77,1641.158,1713.005,2319.584,2561.098
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:KR:4R:U:X:A:A:TO1:A:CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.712,200.212,1664.115,2396.048,44.962,48.083,46.316,44.608
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:US:4R:F:C:A:A:TO1:A:CA,,,,,,,24595,-,26184,23357,25586,26167,47771,45377,47566,46097,44997,46078,28483,28129,27425,27903,29621,30200,32990,33494,35196,34901,35662,37814,36174,38116,39601,40890,50483,54229,54657,60055,63870,74538,70351,62548,68378,62144,62083,83064,95961,110122,104572,116740,108089,108477,107938,114593,110268,106478,103397,115334,110925,124504,125885,121202,122574,121642,111012,132468,125019,116658,122993,120279,121519,113266
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:JP:4R:F:I:A:A:TO1:A:CA,,,,,,,12519,-,12673,12634,12803,12919,12614,12905,13291,14291,14432,13219,12974,13637,16495,15676,19058,17557,18779,17926,16969,18161,19692,19852,21241,24218,27071,28376,31432,32399,29993,30056,32112,35802,39916,39684,41068,42439,38197,36716,40336,42116,42425,44828,48011,49576,48911,52641,49970,47305,49100,51485,51860,53052,51628,48117,45637,47415,46104,48079,49903,48773,48578.8,49942.3,48453.4,47792.8
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:AT:4R:F:I:A:A:TO1:A:CA,,,,,,,1259,-,1210,1074,1012,707,748,795,342,298,300,315,401,377,365,410,379,432,426,353,368,411,399,359,673,803,941,1037,1189,1088,1011,1216,1431,1494,1623,1583,1948,2190,1758,1823,1632,1730,1645,1557,1508,1298,1248,1208,1178,1083,1055,990,1020,1048,1004,949,879,964,870.591,986.822,1015.201,886.636,803.638,822.094,792.648,826.21
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4C:Inside-area foreign banks consolidated by their parent","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:5A:4C:F:C:A:A:TO1:A:CA,1342,-,1375,-,1367,-,50366,-,49481,53815,52925,47026,52629,57270,65555,68518,67876,71546,77223,80640,81315,74406,64575,66248,66692,68910,69631,66827,66658,61106,63145,75101,86282,92538,99377,107045,108969,107883,127095,131300,127768,139595,121850,136909,128047,116462,121003,119807,138252,153811,145001,154235,166539,172498,178989,163108,170704,147624,154010.785,164859.638,176369.438,167279.541,165607.709,158804.145,179320.512,181140.846,171970.266,165045.73,178203.045,161000.532,174732.962,132557.608
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:DE:4R:Q:C:A:A:TO1:A:CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1960,-752,-1090,-1727,-3324,-1683,-1212,-2201
"Q:Quarterly","S:Amounts outstanding / Stocks","CL:Chile","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","CA:Canada",Q:S:CL:4R:U:C:A:A:TO1:R:CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,-,-,-,-,-,67,4,-,2,20,9,14,11,16,13,14,4,12,7,8,7,5,7,19,31,15,16,18,13,9,14,36.982,96.541,95.006,96.255,49.452,121.709,48.293
"Q:Quarterly","S:Amounts outstanding / Stocks","CA:Canada","4B:Domestic Banks","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:CA:4B:Q:C:A:A:TO1:A:CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10903.473,7910.287,145.324,2648.602
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","CA:Canada",Q:S:SE:4R:F:I:A:A:TO1:A:CA,,,,,,,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,2013,2284,2451,2560,2531,2834,2363.499,3437.321,3478.785,3679.721,3651.819,4029.943,3868.974,3141.13
