BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Spain"
"Country: Spain"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","ES:Spain",Q:S:AU:4R:U:C:A:A:TO1:A:ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,684,864,941,885,779,1063,1618,1741,1852,981,2243,2688,2236,2121,2107,2048,2076,2963,2684,2395,1983,1852,1790,1868,1451,638,673,993,935.845,950.074,890.923,902.955,882.001,812.401,526.409,211.161,206.046,258.045,333.817,346.424,1169.706,1892.3
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","ES:Spain",Q:S:DE:4R:U:C:A:A:TO1:F:ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12637,12045,12266,10890,8912,6797,8128,7988
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","R:Non-bank private sector","ES:Spain",Q:S:IT:4R:U:C:A:A:TO1:R:ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,15841,\,\,\,\,\,\,\,\,\,\,\,8474.216,8352.302,8253.443,6957.069,6689.534,6884.636,7871.605,8250.055
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","ES:Spain",Q:S:JP:4R:U:C:A:A:TO1:A:ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17891,18554,20955,23820,26333,27628,27839,28012,28177,28473,28910,29942,32644,30415,26910,25711,24339,26756,27551,28404,26392,21879,24404,23455,24924,26902,24696,21704,21371,21768,22228,21219,20059,20394,21597,22416,23065.3,22594.6,21588,20525.4,19772.9,20429.2,21582.7
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","ES:Spain",Q:S:AU:4R:U:W:A:A:TO1:A:ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,12,17,5,51,84,53,50,58,64,-,101,88,73,75,68,93,81,76,77,217,69,102,75,94,117,120,133,123.1,85.437,70.958,98.099,127.25,167.656,160.288,167.483,144.905,245.486,305.712,325.573,161.449,240.197
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","ES:Spain",Q:S:BE:4R:F:I:A:A:TO1:A:ES,,,,,,,5428,-,6416,9508,7813,7639,6114,6764,8954,10983,11999,12579,15080,14417,16695,13272,15233,14633,19185,18709,18325,19059,19802,19066,18275,19174,21247,25623,28297,27748,31677,35101,43313,42561,39009,40732,49235,40829,40943,34415,36507,39380,20789,18809,18090,19564,19670,20351,23628,19946,12367,11837,9255,9328,8971,10045,10696,12043,10165,10969,9742,8410,8703,9526,7152,8735
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","ES:Spain",Q:S:BE:4R:F:I:A:U:TO1:A:ES,,,,,,,3503,-,2027,4546,2663,2935,1490,2086,2617,2538,2666,5001,5275,7627,9399,5723,5790,4299,5142,4846,5017,4503,4209,4960,3372,3713,3604,5147,6031,5649,5200,7169,14555,13311,11425,12936,15890,11552,13950,8957,12264,15372,4224,3468,5006,5855,6844,6896,10813,8366,1575,1633,1221,1253,1148,2525,3680,4794,3141,3544,2146,1724,2236,3324,1659,3111
"Q:Quarterly","S:Amounts outstanding / Stocks","IE:Ireland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","ES:Spain",Q:S:IE:4R:F:I:A:U:TO1:A:ES,,,,,,,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1964,2392,2726,3401,3078,3961,3236,3989,3723,3918,3678,2181,2394,2658,2766,2679,2083,1936,1731,1056,1090,833,590,378,478,351,475,520,309,251,263,307.783,438.453,112.083,103.106,164.097,200.454,213.85,248.058
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","ES:Spain",Q:S:US:4R:U:C:A:A:TO1:B:ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070,3354,4862,3730,5094,5136,4687,7030,8535,7833,10689,8708,10485,10386,9453,15751,21583,18635,25602,28259,27522,22624,18119,17103,22114,25489,18424,19354,14109,15410,16946,15072,14040,16910,19607,22809,23737,21694,14012,13007,13630,8207,10062
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","ES:Spain",Q:S:GR:4R:U:C:A:A:TO1:A:ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,450,450,279,253,103,337,98,119,59,277,127,133,135,126,265,106,141,103,409,352,664,333,326,361,377,327,291,281,422,269,218,298,220,243,211,188,181,150,125,117,101,117
